,Season,labels
11276,Season 4,anger
11277,Season 4,anger
11278,Season 4,surprise
11279,Season 4,fear
11280,Season 4,surprise
11281,Season 4,neutral
11282,Season 4,surprise
11283,Season 4,neutral
11284,Season 4,surprise
11285,Season 4,sadness
11286,Season 4,anger
11287,Season 4,neutral
11288,Season 4,anger
11289,Season 4,neutral
11290,Season 4,fear
11291,Season 4,fear
11292,Season 4,fear
11293,Season 4,sadness
11294,Season 4,fear
11295,Season 4,neutral
11296,Season 4,neutral
11297,Season 4,disgust
11298,Season 4,surprise
11299,Season 4,joy
11300,Season 4,neutral
11301,Season 4,neutral
11302,Season 4,neutral
11303,Season 4,neutral
11304,Season 4,surprise
11305,Season 4,neutral
11306,Season 4,anger
11307,Season 4,fear
11308,Season 4,surprise
11309,Season 4,neutral
11310,Season 4,disgust
11311,Season 4,neutral
11312,Season 4,anger
11313,Season 4,surprise
11314,Season 4,neutral
11315,Season 4,disgust
11316,Season 4,neutral
11317,Season 4,neutral
11318,Season 4,sadness
11319,Season 4,neutral
11320,Season 4,disgust
11321,Season 4,anger
11322,Season 4,disgust
11323,Season 4,neutral
11324,Season 4,neutral
11325,Season 4,fear
11326,Season 4,neutral
11327,Season 4,anger
11328,Season 4,fear
11329,Season 4,fear
11330,Season 4,anger
11331,Season 4,neutral
11332,Season 4,disgust
11333,Season 4,anger
11334,Season 4,neutral
11335,Season 4,neutral
11336,Season 4,surprise
11337,Season 4,neutral
11338,Season 4,surprise
11339,Season 4,fear
11340,Season 4,joy
11341,Season 4,neutral
11342,Season 4,anger
11343,Season 4,joy
11344,Season 4,neutral
11345,Season 4,neutral
11346,Season 4,surprise
11347,Season 4,sadness
11348,Season 4,neutral
11349,Season 4,neutral
11350,Season 4,anger
11351,Season 4,neutral
11352,Season 4,disgust
11353,Season 4,anger
11354,Season 4,neutral
11355,Season 4,sadness
11356,Season 4,neutral
11357,Season 4,neutral
11358,Season 4,fear
11359,Season 4,joy
11360,Season 4,neutral
11361,Season 4,neutral
11362,Season 4,fear
11363,Season 4,neutral
11364,Season 4,neutral
11365,Season 4,neutral
11366,Season 4,sadness
11367,Season 4,joy
11368,Season 4,neutral
11369,Season 4,neutral
11370,Season 4,surprise
11371,Season 4,neutral
11372,Season 4,anger
11373,Season 4,joy
11374,Season 4,neutral
11375,Season 4,neutral
11376,Season 4,neutral
11377,Season 4,neutral
11378,Season 4,neutral
11379,Season 4,neutral
11380,Season 4,fear
11381,Season 4,joy
11382,Season 4,neutral
11383,Season 4,surprise
11384,Season 4,neutral
11385,Season 4,surprise
11386,Season 4,neutral
11387,Season 4,surprise
11388,Season 4,neutral
11389,Season 4,surprise
11390,Season 4,neutral
11391,Season 4,neutral
11392,Season 4,neutral
11393,Season 4,neutral
11394,Season 4,fear
11395,Season 4,disgust
11396,Season 4,disgust
11397,Season 4,disgust
11398,Season 4,joy
11399,Season 4,surprise
11400,Season 4,neutral
11401,Season 4,joy
11402,Season 4,neutral
11403,Season 4,sadness
11404,Season 4,joy
11405,Season 4,neutral
11406,Season 4,surprise
11407,Season 4,neutral
11408,Season 4,neutral
11409,Season 4,neutral
11410,Season 4,anger
11411,Season 4,neutral
11412,Season 4,neutral
11413,Season 4,joy
11414,Season 4,neutral
11415,Season 4,surprise
11416,Season 4,sadness
11417,Season 4,disgust
11418,Season 4,disgust
11419,Season 4,disgust
11420,Season 4,joy
11421,Season 4,neutral
11422,Season 4,neutral
11423,Season 4,neutral
11424,Season 4,neutral
11425,Season 4,neutral
11426,Season 4,neutral
11427,Season 4,surprise
11428,Season 4,fear
11429,Season 4,joy
11430,Season 4,anger
11431,Season 4,neutral
11432,Season 4,neutral
11433,Season 4,fear
11434,Season 4,anger
11435,Season 4,neutral
11436,Season 4,neutral
11437,Season 4,neutral
11438,Season 4,disgust
11439,Season 4,disgust
11440,Season 4,neutral
11441,Season 4,anger
11442,Season 4,anger
11443,Season 4,anger
11444,Season 4,neutral
11445,Season 4,neutral
11446,Season 4,neutral
11447,Season 4,joy
11448,Season 4,neutral
11449,Season 4,neutral
11450,Season 4,joy
11451,Season 4,neutral
11452,Season 4,neutral
11453,Season 4,surprise
11454,Season 4,surprise
11455,Season 4,disgust
11456,Season 4,surprise
11457,Season 4,neutral
11458,Season 4,disgust
11459,Season 4,disgust
11460,Season 4,neutral
11461,Season 4,sadness
11462,Season 4,neutral
11463,Season 4,surprise
11464,Season 4,neutral
11465,Season 4,disgust
11466,Season 4,neutral
11467,Season 4,neutral
11468,Season 4,neutral
11469,Season 4,surprise
11470,Season 4,anger
11471,Season 4,anger
11472,Season 4,neutral
11473,Season 4,fear
11474,Season 4,disgust
11475,Season 4,disgust
11476,Season 4,neutral
11477,Season 4,anger
11478,Season 4,anger
11479,Season 4,neutral
11480,Season 4,joy
11481,Season 4,neutral
11482,Season 4,neutral
11483,Season 4,fear
11484,Season 4,anger
11485,Season 4,neutral
11486,Season 4,neutral
11487,Season 4,disgust
11488,Season 4,neutral
11489,Season 4,anger
11490,Season 4,neutral
11491,Season 4,anger
11492,Season 4,anger
11493,Season 4,anger
11494,Season 4,neutral
11495,Season 4,neutral
11496,Season 4,neutral
11497,Season 4,disgust
11498,Season 4,neutral
11499,Season 4,neutral
11500,Season 4,disgust
11501,Season 4,neutral
11502,Season 4,disgust
11503,Season 4,neutral
11504,Season 4,disgust
11505,Season 4,disgust
11506,Season 4,anger
11507,Season 4,disgust
11508,Season 4,disgust
11509,Season 4,joy
11510,Season 4,sadness
11511,Season 4,neutral
11512,Season 4,anger
11513,Season 4,neutral
11514,Season 4,neutral
11515,Season 4,neutral
11516,Season 4,neutral
11517,Season 4,neutral
11518,Season 4,neutral
11519,Season 4,surprise
11520,Season 4,neutral
11521,Season 4,disgust
11522,Season 4,sadness
11523,Season 4,anger
11524,Season 4,anger
11525,Season 4,joy
11526,Season 4,anger
11527,Season 4,surprise
11528,Season 4,neutral
11529,Season 4,joy
11530,Season 4,neutral
11531,Season 4,fear
11532,Season 4,anger
11533,Season 4,sadness
11534,Season 4,sadness
11535,Season 4,anger
11536,Season 4,anger
11537,Season 4,sadness
11538,Season 4,anger
11539,Season 4,neutral
11540,Season 4,fear
11541,Season 4,surprise
11542,Season 4,anger
11543,Season 4,neutral
11544,Season 4,neutral
11545,Season 4,neutral
11546,Season 4,neutral
11547,Season 4,surprise
11548,Season 4,surprise
11549,Season 4,fear
11550,Season 4,neutral
11551,Season 4,neutral
11552,Season 4,neutral
11553,Season 4,neutral
11554,Season 4,surprise
11555,Season 4,anger
11556,Season 4,anger
11557,Season 4,fear
11558,Season 4,anger
11559,Season 4,disgust
11560,Season 4,neutral
11561,Season 4,neutral
11562,Season 4,joy
11563,Season 4,neutral
11564,Season 4,neutral
11565,Season 4,disgust
11566,Season 4,neutral
11567,Season 4,neutral
11568,Season 4,neutral
11569,Season 4,disgust
11570,Season 4,disgust
11571,Season 4,neutral
11572,Season 4,disgust
11573,Season 4,sadness
11574,Season 4,joy
11575,Season 4,neutral
11576,Season 4,disgust
11577,Season 4,sadness
11578,Season 4,neutral
11579,Season 4,neutral
11580,Season 4,neutral
11581,Season 4,neutral
11582,Season 4,neutral
11583,Season 4,neutral
11584,Season 4,surprise
11585,Season 4,disgust
11586,Season 4,neutral
11587,Season 4,disgust
11588,Season 4,neutral
11589,Season 4,neutral
11590,Season 4,neutral
11591,Season 4,disgust
11592,Season 4,neutral
11593,Season 4,anger
11594,Season 4,neutral
11595,Season 4,neutral
11596,Season 4,neutral
11597,Season 4,neutral
11598,Season 4,surprise
11599,Season 4,neutral
11600,Season 4,neutral
11601,Season 4,neutral
11602,Season 4,surprise
11603,Season 4,neutral
11604,Season 4,neutral
11605,Season 4,neutral
11606,Season 4,neutral
11607,Season 4,disgust
11608,Season 4,surprise
11609,Season 4,anger
11610,Season 4,neutral
11611,Season 4,anger
11612,Season 4,anger
11613,Season 4,neutral
11614,Season 4,anger
11615,Season 4,neutral
11616,Season 4,anger
11617,Season 4,anger
11618,Season 4,disgust
11619,Season 4,disgust
11620,Season 4,neutral
11621,Season 4,fear
11622,Season 4,sadness
11623,Season 4,neutral
11624,Season 4,surprise
11625,Season 4,neutral
11626,Season 4,neutral
11627,Season 4,neutral
11628,Season 4,neutral
11629,Season 4,disgust
11630,Season 4,neutral
11631,Season 4,neutral
11632,Season 4,neutral
11633,Season 4,neutral
11634,Season 4,joy
11635,Season 4,surprise
11636,Season 4,joy
11637,Season 4,surprise
11638,Season 4,joy
11639,Season 4,neutral
11640,Season 4,anger
11641,Season 4,neutral
11642,Season 4,anger
11643,Season 4,neutral
11644,Season 4,neutral
11645,Season 4,fear
11646,Season 4,neutral
11647,Season 4,neutral
11648,Season 4,anger
11649,Season 4,anger
11650,Season 4,neutral
11651,Season 4,anger
11652,Season 4,sadness
11653,Season 4,joy
11654,Season 4,neutral
11655,Season 4,anger
11656,Season 4,disgust
11657,Season 4,neutral
11658,Season 4,anger
11659,Season 4,surprise
11660,Season 4,fear
11661,Season 4,disgust
11662,Season 4,anger
11663,Season 4,neutral
11664,Season 4,neutral
11665,Season 4,anger
11666,Season 4,neutral
11667,Season 4,neutral
11668,Season 4,neutral
11669,Season 4,neutral
11670,Season 4,neutral
11671,Season 4,surprise
11672,Season 4,neutral
11673,Season 4,disgust
11674,Season 4,disgust
11675,Season 4,fear
11676,Season 4,neutral
11677,Season 4,surprise
11678,Season 4,disgust
11679,Season 4,neutral
11680,Season 4,anger
11681,Season 4,surprise
11682,Season 4,anger
11683,Season 4,neutral
11684,Season 4,neutral
11685,Season 4,surprise
11686,Season 4,neutral
11687,Season 4,disgust
11688,Season 4,disgust
11689,Season 4,fear
11690,Season 4,anger
11691,Season 4,disgust
11692,Season 4,fear
11693,Season 4,fear
11694,Season 4,neutral
11695,Season 4,neutral
11696,Season 4,neutral
11697,Season 4,anger
11698,Season 4,neutral
11699,Season 4,surprise
11700,Season 4,fear
11701,Season 4,neutral
11702,Season 4,anger
11703,Season 4,fear
11704,Season 4,neutral
11705,Season 4,surprise
11706,Season 4,neutral
11707,Season 4,surprise
11708,Season 4,anger
11709,Season 4,neutral
11710,Season 4,neutral
11711,Season 4,neutral
11712,Season 4,surprise
11713,Season 4,anger
11714,Season 4,neutral
11715,Season 4,neutral
11716,Season 4,neutral
11717,Season 4,neutral
11718,Season 4,neutral
11719,Season 4,neutral
11720,Season 4,neutral
11721,Season 4,disgust
11722,Season 4,neutral
11723,Season 4,surprise
11724,Season 4,neutral
11725,Season 4,neutral
11726,Season 4,disgust
11727,Season 4,neutral
11728,Season 4,neutral
11729,Season 4,neutral
11730,Season 4,sadness
11731,Season 4,sadness
11732,Season 4,surprise
11733,Season 4,neutral
11734,Season 4,disgust
11735,Season 4,anger
11736,Season 4,neutral
11737,Season 4,neutral
11738,Season 4,joy
11739,Season 4,joy
11740,Season 4,joy
11741,Season 4,neutral
11742,Season 4,surprise
11743,Season 4,neutral
11744,Season 4,anger
11745,Season 4,disgust
11746,Season 4,surprise
11747,Season 4,fear
11748,Season 4,surprise
11749,Season 4,neutral
11750,Season 4,neutral
11751,Season 4,neutral
11752,Season 4,neutral
11753,Season 4,neutral
11754,Season 4,anger
11755,Season 4,neutral
11756,Season 4,neutral
11757,Season 4,surprise
11758,Season 4,neutral
11759,Season 4,surprise
11760,Season 4,neutral
11761,Season 4,neutral
11762,Season 4,sadness
11763,Season 4,surprise
11764,Season 4,neutral
11765,Season 4,anger
11766,Season 4,neutral
11767,Season 4,neutral
11768,Season 4,neutral
11769,Season 4,neutral
11770,Season 4,neutral
11771,Season 4,neutral
11772,Season 4,neutral
11773,Season 4,anger
11774,Season 4,neutral
11775,Season 4,neutral
11776,Season 4,fear
11777,Season 4,neutral
11778,Season 4,surprise
11779,Season 4,sadness
11780,Season 4,surprise
11781,Season 4,neutral
11782,Season 4,sadness
11783,Season 4,neutral
11784,Season 4,surprise
11785,Season 4,neutral
11786,Season 4,joy
11787,Season 4,neutral
11788,Season 4,surprise
11789,Season 4,neutral
11790,Season 4,sadness
11791,Season 4,surprise
11792,Season 4,disgust
11793,Season 4,neutral
11794,Season 4,neutral
11795,Season 4,neutral
11796,Season 4,neutral
11797,Season 4,fear
11798,Season 4,neutral
11799,Season 4,neutral
11800,Season 4,surprise
11801,Season 4,sadness
11802,Season 4,surprise
11803,Season 4,disgust
11804,Season 4,neutral
11805,Season 4,anger
11806,Season 4,disgust
11807,Season 4,disgust
11808,Season 4,disgust
11809,Season 4,neutral
11810,Season 4,anger
11811,Season 4,fear
11812,Season 4,neutral
11813,Season 4,surprise
11814,Season 4,neutral
11815,Season 4,sadness
11816,Season 4,anger
11817,Season 4,disgust
11818,Season 4,fear
11819,Season 4,anger
11820,Season 4,disgust
11821,Season 4,neutral
11822,Season 4,neutral
11823,Season 4,joy
11824,Season 4,joy
11825,Season 4,neutral
11826,Season 4,joy
11827,Season 4,neutral
11828,Season 4,neutral
11829,Season 4,surprise
11830,Season 4,neutral
11831,Season 4,neutral
11832,Season 4,neutral
11833,Season 4,surprise
11834,Season 4,neutral
11835,Season 4,surprise
11836,Season 4,neutral
11837,Season 4,disgust
11838,Season 4,disgust
11839,Season 4,joy
11840,Season 4,neutral
11841,Season 4,neutral
11842,Season 4,surprise
11843,Season 4,neutral
11844,Season 4,disgust
11845,Season 4,surprise
11846,Season 4,surprise
11847,Season 4,disgust
11848,Season 4,anger
11849,Season 4,neutral
11850,Season 4,neutral
11851,Season 4,neutral
11852,Season 4,neutral
11853,Season 4,neutral
11854,Season 4,neutral
11855,Season 4,neutral
11856,Season 4,surprise
11857,Season 4,surprise
11858,Season 4,surprise
11859,Season 4,sadness
11860,Season 4,surprise
11861,Season 4,neutral
11862,Season 4,neutral
11863,Season 4,fear
11864,Season 4,surprise
11865,Season 4,fear
11866,Season 4,neutral
11867,Season 4,neutral
11868,Season 4,disgust
11869,Season 4,neutral
11870,Season 4,neutral
11871,Season 4,neutral
11872,Season 4,neutral
11873,Season 4,disgust
11874,Season 4,surprise
11875,Season 4,disgust
11876,Season 4,anger
11877,Season 4,disgust
11878,Season 4,neutral
11879,Season 4,joy
11880,Season 4,neutral
11881,Season 4,neutral
11882,Season 4,disgust
11883,Season 4,anger
11884,Season 4,neutral
11885,Season 4,neutral
11886,Season 4,neutral
11887,Season 4,neutral
11888,Season 4,neutral
11889,Season 4,neutral
11890,Season 4,surprise
11891,Season 4,anger
11892,Season 4,neutral
11893,Season 4,neutral
11894,Season 4,anger
11895,Season 4,neutral
11896,Season 4,disgust
11897,Season 4,disgust
11898,Season 4,disgust
11899,Season 4,neutral
11900,Season 4,neutral
11901,Season 4,neutral
11902,Season 4,neutral
11903,Season 4,neutral
11904,Season 4,neutral
11905,Season 4,neutral
11906,Season 4,neutral
11907,Season 4,surprise
11908,Season 4,surprise
11909,Season 4,anger
11910,Season 4,surprise
11911,Season 4,neutral
11912,Season 4,disgust
11913,Season 4,neutral
11914,Season 4,disgust
11915,Season 4,anger
11916,Season 4,neutral
11917,Season 4,neutral
11918,Season 4,surprise
11919,Season 4,neutral
11920,Season 4,neutral
11921,Season 4,surprise
11922,Season 4,surprise
11923,Season 4,disgust
11924,Season 4,anger
11925,Season 4,neutral
11926,Season 4,neutral
11927,Season 4,neutral
11928,Season 4,fear
11929,Season 4,neutral
11930,Season 4,neutral
11931,Season 4,neutral
11932,Season 4,neutral
11933,Season 4,anger
11934,Season 4,neutral
11935,Season 4,neutral
11936,Season 4,neutral
11937,Season 4,surprise
11938,Season 4,anger
11939,Season 4,neutral
11940,Season 4,neutral
11941,Season 4,neutral
11942,Season 4,neutral
11943,Season 4,anger
11944,Season 4,anger
11945,Season 4,neutral
11946,Season 4,neutral
11947,Season 4,neutral
11948,Season 4,fear
11949,Season 4,surprise
11950,Season 4,fear
11951,Season 4,surprise
11952,Season 4,anger
11953,Season 4,sadness
11954,Season 4,neutral
11955,Season 4,sadness
11956,Season 4,anger
11957,Season 4,anger
11958,Season 4,neutral
11959,Season 4,neutral
11960,Season 4,joy
11961,Season 4,neutral
11962,Season 4,anger
11963,Season 4,anger
11964,Season 4,neutral
11965,Season 4,neutral
11966,Season 4,anger
11967,Season 4,neutral
11968,Season 4,sadness
11969,Season 4,neutral
11970,Season 4,surprise
11971,Season 4,neutral
11972,Season 4,neutral
11973,Season 4,disgust
11974,Season 4,neutral
11975,Season 4,surprise
11976,Season 4,surprise
11977,Season 4,surprise
11978,Season 4,neutral
11979,Season 4,neutral
11980,Season 4,neutral
11981,Season 4,neutral
11982,Season 4,anger
11983,Season 4,surprise
11984,Season 4,anger
11985,Season 4,neutral
11986,Season 4,neutral
11987,Season 4,surprise
11988,Season 4,neutral
11989,Season 4,surprise
11990,Season 4,disgust
11991,Season 4,disgust
11992,Season 4,neutral
11993,Season 4,surprise
11994,Season 4,anger
11995,Season 4,anger
11996,Season 4,disgust
11997,Season 4,neutral
11998,Season 4,sadness
11999,Season 4,neutral
12000,Season 4,surprise
12001,Season 4,surprise
12002,Season 4,anger
12003,Season 4,anger
12004,Season 4,neutral
12005,Season 4,fear
12006,Season 4,surprise
12007,Season 4,surprise
12008,Season 4,anger
12009,Season 4,neutral
12010,Season 4,neutral
12011,Season 4,neutral
12012,Season 4,anger
12013,Season 4,sadness
12014,Season 4,anger
12015,Season 4,neutral
12016,Season 4,anger
12017,Season 4,neutral
12018,Season 4,surprise
12019,Season 4,neutral
12020,Season 4,surprise
12021,Season 4,joy
12022,Season 4,surprise
12023,Season 4,neutral
12024,Season 4,neutral
12025,Season 4,surprise
12026,Season 4,neutral
12027,Season 4,neutral
12028,Season 4,neutral
12029,Season 4,neutral
12030,Season 4,neutral
12031,Season 4,surprise
12032,Season 4,neutral
12033,Season 4,surprise
12034,Season 4,disgust
12035,Season 4,neutral
12036,Season 4,anger
12037,Season 4,neutral
12038,Season 4,neutral
12039,Season 4,disgust
12040,Season 4,fear
12041,Season 4,neutral
12042,Season 4,anger
12043,Season 4,neutral
12044,Season 4,neutral
12045,Season 4,anger
12046,Season 4,anger
12047,Season 4,disgust
12048,Season 4,neutral
12049,Season 4,anger
12050,Season 4,sadness
12051,Season 4,neutral
12052,Season 4,sadness
12053,Season 4,surprise
12054,Season 4,surprise
12055,Season 4,surprise
12056,Season 4,fear
12057,Season 4,anger
12058,Season 4,joy
12059,Season 4,neutral
12060,Season 4,neutral
12061,Season 4,neutral
12062,Season 4,neutral
12063,Season 4,surprise
12064,Season 4,surprise
12065,Season 4,neutral
12066,Season 4,neutral
12067,Season 4,neutral
12068,Season 4,neutral
12069,Season 4,surprise
12070,Season 4,neutral
12071,Season 4,disgust
12072,Season 4,neutral
12073,Season 4,anger
12074,Season 4,anger
12075,Season 4,neutral
12076,Season 4,neutral
12077,Season 4,neutral
12078,Season 4,anger
12079,Season 4,neutral
12080,Season 4,neutral
12081,Season 4,neutral
12082,Season 4,neutral
12083,Season 4,anger
12084,Season 4,anger
12085,Season 4,anger
12086,Season 4,surprise
12087,Season 4,neutral
12088,Season 4,neutral
12089,Season 4,surprise
12090,Season 4,neutral
12091,Season 4,anger
12092,Season 4,surprise
12093,Season 4,surprise
12094,Season 4,neutral
12095,Season 4,neutral
12096,Season 4,neutral
12097,Season 4,disgust
12098,Season 4,anger
12099,Season 4,surprise
12100,Season 4,anger
12101,Season 4,disgust
12102,Season 4,fear
12103,Season 4,surprise
12104,Season 4,anger
12105,Season 4,disgust
12106,Season 4,neutral
12107,Season 4,surprise
12108,Season 4,neutral
12109,Season 4,surprise
12110,Season 4,neutral
12111,Season 4,neutral
12112,Season 4,anger
12113,Season 4,neutral
12114,Season 4,anger
12115,Season 4,surprise
12116,Season 4,neutral
12117,Season 4,neutral
12118,Season 4,fear
12119,Season 4,disgust
12120,Season 4,surprise
12121,Season 4,joy
12122,Season 4,joy
12123,Season 4,sadness
12124,Season 4,neutral
12125,Season 4,anger
12126,Season 4,neutral
12127,Season 4,neutral
12128,Season 4,neutral
12129,Season 4,sadness
12130,Season 4,neutral
12131,Season 4,neutral
12132,Season 4,neutral
12133,Season 4,surprise
12134,Season 4,neutral
12135,Season 4,neutral
12136,Season 4,neutral
12137,Season 4,neutral
12138,Season 4,neutral
12139,Season 4,joy
12140,Season 4,disgust
12141,Season 4,neutral
12142,Season 4,neutral
12143,Season 4,neutral
12144,Season 4,joy
12145,Season 4,anger
12146,Season 4,sadness
12147,Season 4,sadness
12148,Season 4,neutral
12149,Season 4,neutral
12150,Season 4,sadness
12151,Season 4,neutral
12152,Season 4,disgust
12153,Season 4,neutral
12154,Season 4,surprise
12155,Season 4,surprise
12156,Season 4,neutral
12157,Season 4,sadness
12158,Season 4,neutral
12159,Season 4,neutral
12160,Season 4,anger
12161,Season 4,neutral
12162,Season 4,neutral
12163,Season 4,neutral
12164,Season 4,anger
12165,Season 4,neutral
12166,Season 4,neutral
12167,Season 4,fear
12168,Season 4,anger
12169,Season 4,disgust
12170,Season 4,anger
12171,Season 4,anger
12172,Season 4,neutral
12173,Season 4,disgust
12174,Season 4,anger
12175,Season 4,disgust
12176,Season 4,neutral
12177,Season 4,disgust
12178,Season 4,anger
12179,Season 4,joy
12180,Season 4,anger
12181,Season 4,joy
12182,Season 4,anger
12183,Season 4,neutral
12184,Season 4,neutral
12185,Season 4,surprise
12186,Season 4,neutral
12187,Season 4,neutral
12188,Season 4,anger
12189,Season 4,neutral
12190,Season 4,neutral
12191,Season 4,disgust
12192,Season 4,anger
12193,Season 4,disgust
12194,Season 4,surprise
12195,Season 4,surprise
12196,Season 4,neutral
12197,Season 4,neutral
12198,Season 4,neutral
12199,Season 4,neutral
12200,Season 4,neutral
12201,Season 4,neutral
12202,Season 4,surprise
12203,Season 4,sadness
12204,Season 4,surprise
12205,Season 4,neutral
12206,Season 4,neutral
12207,Season 4,anger
12208,Season 4,sadness
12209,Season 4,neutral
12210,Season 4,neutral
12211,Season 4,sadness
12212,Season 4,surprise
12213,Season 4,fear
12214,Season 4,neutral
12215,Season 4,anger
12216,Season 4,neutral
12217,Season 4,neutral
12218,Season 4,neutral
12219,Season 4,neutral
12220,Season 4,neutral
12221,Season 4,anger
12222,Season 4,neutral
12223,Season 4,fear
12224,Season 4,surprise
12225,Season 4,neutral
12226,Season 4,neutral
12227,Season 4,neutral
12228,Season 4,neutral
12229,Season 4,neutral
12230,Season 4,neutral
12231,Season 4,fear
12232,Season 4,neutral
12233,Season 4,neutral
12234,Season 4,neutral
12235,Season 4,neutral
12236,Season 4,neutral
12237,Season 4,neutral
12238,Season 4,neutral
12239,Season 4,neutral
12240,Season 4,neutral
12241,Season 4,neutral
12242,Season 4,surprise
12243,Season 4,neutral
12244,Season 4,sadness
12245,Season 4,neutral
12246,Season 4,fear
12247,Season 4,neutral
12248,Season 4,surprise
12249,Season 4,neutral
12250,Season 4,surprise
12251,Season 4,fear
12252,Season 4,neutral
12253,Season 4,neutral
12254,Season 4,neutral
12255,Season 4,surprise
12256,Season 4,fear
12257,Season 4,fear
12258,Season 4,disgust
12259,Season 4,sadness
12260,Season 4,neutral
12261,Season 4,neutral
12262,Season 4,surprise
12263,Season 4,neutral
12264,Season 4,surprise
12265,Season 4,joy
12266,Season 4,surprise
12267,Season 4,neutral
12268,Season 4,neutral
12269,Season 4,neutral
12270,Season 4,neutral
12271,Season 4,neutral
12272,Season 4,sadness
12273,Season 4,neutral
12274,Season 4,disgust
12275,Season 4,neutral
12276,Season 4,anger
12277,Season 4,neutral
12278,Season 4,sadness
12279,Season 4,disgust
12280,Season 4,fear
12281,Season 4,fear
12282,Season 4,disgust
12283,Season 4,neutral
12284,Season 4,surprise
12285,Season 4,neutral
12286,Season 4,neutral
12287,Season 4,surprise
12288,Season 4,neutral
12289,Season 4,neutral
12290,Season 4,anger
12291,Season 4,neutral
12292,Season 4,disgust
12293,Season 4,anger
12294,Season 4,anger
12295,Season 4,neutral
12296,Season 4,anger
12297,Season 4,disgust
12298,Season 4,joy
12299,Season 4,disgust
12300,Season 4,disgust
12301,Season 4,neutral
12302,Season 4,joy
12303,Season 4,joy
12304,Season 4,anger
12305,Season 4,disgust
12306,Season 4,joy
12307,Season 4,anger
12308,Season 4,neutral
12309,Season 4,fear
12310,Season 4,anger
12311,Season 4,anger
12312,Season 4,anger
12313,Season 4,neutral
12314,Season 4,disgust
12315,Season 4,surprise
12316,Season 4,neutral
12317,Season 4,disgust
12318,Season 4,neutral
12319,Season 4,surprise
12320,Season 4,neutral
12321,Season 4,neutral
12322,Season 4,joy
12323,Season 4,neutral
12324,Season 4,neutral
12325,Season 4,surprise
12326,Season 4,neutral
12327,Season 4,neutral
12328,Season 4,joy
12329,Season 4,neutral
12330,Season 4,fear
12331,Season 4,neutral
12332,Season 4,neutral
12333,Season 4,neutral
12334,Season 4,anger
12335,Season 4,neutral
12336,Season 4,neutral
12337,Season 4,neutral
12338,Season 4,fear
12339,Season 4,neutral
12340,Season 4,sadness
12341,Season 4,surprise
12342,Season 4,neutral
12343,Season 4,neutral
12344,Season 4,surprise
12345,Season 4,neutral
12346,Season 4,surprise
12347,Season 4,neutral
12348,Season 4,disgust
12349,Season 4,neutral
12350,Season 4,neutral
12351,Season 4,fear
12352,Season 4,sadness
12353,Season 4,neutral
12354,Season 4,neutral
12355,Season 4,disgust
12356,Season 4,neutral
12357,Season 4,neutral
12358,Season 4,neutral
12359,Season 4,neutral
12360,Season 4,neutral
12361,Season 4,neutral
12362,Season 4,neutral
12363,Season 4,sadness
12364,Season 4,surprise
12365,Season 4,neutral
12366,Season 4,surprise
12367,Season 4,surprise
12368,Season 4,neutral
12369,Season 4,neutral
12370,Season 4,disgust
12371,Season 4,neutral
12372,Season 4,neutral
12373,Season 4,neutral
12374,Season 4,neutral
12375,Season 4,anger
12376,Season 4,neutral
12377,Season 4,anger
12378,Season 4,sadness
12379,Season 4,anger
12380,Season 4,neutral
12381,Season 4,disgust
12382,Season 4,surprise
12383,Season 4,anger
12384,Season 4,neutral
12385,Season 4,anger
12386,Season 4,fear
12387,Season 4,neutral
12388,Season 4,neutral
12389,Season 4,surprise
12390,Season 4,neutral
12391,Season 4,disgust
12392,Season 4,neutral
12393,Season 4,neutral
12394,Season 4,surprise
12395,Season 4,joy
12396,Season 4,neutral
12397,Season 4,joy
12398,Season 4,anger
12399,Season 4,neutral
12400,Season 4,joy
12401,Season 4,neutral
12402,Season 4,neutral
12403,Season 4,joy
12404,Season 4,anger
12405,Season 4,disgust
12406,Season 4,neutral
12407,Season 4,surprise
12408,Season 4,surprise
12409,Season 4,neutral
12410,Season 4,fear
12411,Season 4,disgust
12412,Season 4,neutral
12413,Season 4,anger
12414,Season 4,anger
12415,Season 4,anger
12416,Season 4,disgust
12417,Season 4,neutral
12418,Season 4,neutral
12419,Season 4,neutral
12420,Season 4,neutral
12421,Season 4,neutral
12422,Season 4,neutral
12423,Season 4,neutral
12424,Season 4,surprise
12425,Season 4,neutral
12426,Season 4,neutral
12427,Season 4,anger
12428,Season 4,neutral
12429,Season 4,neutral
12430,Season 4,neutral
12431,Season 4,sadness
12432,Season 4,anger
12433,Season 4,fear
12434,Season 4,neutral
12435,Season 4,fear
12436,Season 4,neutral
12437,Season 4,neutral
12438,Season 4,disgust
12439,Season 4,neutral
12440,Season 4,disgust
12441,Season 4,neutral
12442,Season 4,neutral
12443,Season 4,neutral
12444,Season 4,surprise
12445,Season 4,neutral
12446,Season 4,surprise
12447,Season 4,sadness
12448,Season 4,surprise
12449,Season 4,fear
12450,Season 4,surprise
12451,Season 4,neutral
12452,Season 4,anger
12453,Season 4,neutral
12454,Season 4,anger
12455,Season 4,anger
12456,Season 4,neutral
12457,Season 4,surprise
12458,Season 4,neutral
12459,Season 4,neutral
12460,Season 4,sadness
12461,Season 4,neutral
12462,Season 4,surprise
12463,Season 4,sadness
12464,Season 4,anger
